Tweet_ID,Tweet_Date,User_Name,User_ID,Retweet_CT,Content
9.65407E+17,06:07.0,ediistuhu,2993902355,0,Just picture #noidea #nothing #yogyakarta #yogyakartacity #yogya #jogjakarta #jogja #ojekwisata… https://t.co/d8IzOgBt0Y
9.65417E+17,44:45.0,OnTimeStudios,40616563,0,Couldn't come up with a description #blank #noclue #studio #set #whynot #questions? https://t.co/0TJHJFoJdJ
9.65427E+17,24:56.0,stan2d2,323852746,0,@kylepetty Bowman put his time in and Bryon is a lower series champ... so this guys point? #noclue
9.6545E+17,56:56.0,Chinese_Numbers,2328249120,0,@sophiemonk #NoIdea not New Idea magazine
9.65474E+17,30:57.0,galaxyturtle13,2476104134,0,Worst part of deciding on lyric tattoos is what font you want to use #somanychoices #tattoo #font #noclue #anysuggestions?
9.65474E+17,33:11.0,GGener8,565420282,0,@sophiemonk #newidea #noidea  My dear departed Mum would be horrified what her mag has descended to.
9.65481E+17,59:26.0,banyulona,321925622,0,"What's next @MatthewGuyMP , OK to drink drive if you're a good driver? Ok to text when driving if it's an important message? #noidea #vicpol"
9.65507E+17,43:19.0,yajaira1699,1049580896,0,When life became so hard...?                  #noclue
9.65511E+17,58:09.0,comicqueenkit,8.11597E+17,0,I’ve been fighting just to breath..... I’m tired..... #noidea #noyoudont
9.65536E+17,39:49.0,denm84,620743853,0,@GTsekenis Some DCs voting for closed system #noidea #fuckenidiots
9.65552E+17,41:01.0,urethroplasty,219526775,0,"#qanda let’s ask the guys who did so well with the census to fix our power issues, #noidea"
